"_messagetimems","_messagetime","maxLatency","_raw"
"1727205851000","09/24/2024 12:24:11.000 -0700","28","Sep 24 19:24:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 19:24:11.647[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29763,""lateCallbacks"":31,""latePercentage"":0.10415616705305245,""latencyPercentiles"":{""p50"":21,""p90"":28,""p99"":28},""avgLatency"":22.29032258064516,""maxLatency"":28,""timestamp"":""2024-09-24T19:24:11.647Z""}"
"1727205784000","09/24/2024 12:23:04.000 -0700","29","Sep 24 19:23:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 19:23:04.736[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29766,""lateCallbacks"":26,""latePercentage"":0.08734798091782571,""latencyPercentiles"":{""p50"":24,""p90"":27,""p99"":29},""avgLatency"":23.384615384615383,""maxLatency"":29,""timestamp"":""2024-09-24T19:23:04.736Z""}"
"1727205551000","09/24/2024 12:19:11.000 -0700","29","Sep 24 19:19:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 19:19:11.648[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29768,""lateCallbacks"":29,""latePercentage"":0.09742004837409299,""latencyPercentiles"":{""p50"":22,""p90"":27,""p99"":29},""avgLatency"":22.551724137931036,""maxLatency"":29,""timestamp"":""2024-09-24T19:19:11.648Z""}"
"1727205484000","09/24/2024 12:18:04.000 -0700","29","Sep 24 19:18:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 19:18:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29765,""lateCallbacks"":26,""latePercentage"":0.0873509155047875,""latencyPercentiles"":{""p50"":24,""p90"":28,""p99"":29},""avgLatency"":23.73076923076923,""maxLatency"":29,""timestamp"":""2024-09-24T19:18:04.736Z""}"
"1727205251000","09/24/2024 12:14:11.000 -0700","29","Sep 24 19:14:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 19:14:11.648[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29761,""lateCallbacks"":31,""latePercentage"":0.10416316656026343,""latencyPercentiles"":{""p50"":22,""p90"":27,""p99"":29},""avgLatency"":22.903225806451612,""maxLatency"":29,""timestamp"":""2024-09-24T19:14:11.648Z""}"
"1727205184000","09/24/2024 12:13:04.000 -0700","29","Sep 24 19:13:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 19:13:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29767,""lateCallbacks"":29,""latePercentage"":0.097423321127423,""latencyPercentiles"":{""p50"":23,""p90"":28,""p99"":29},""avgLatency"":22.586206896551722,""maxLatency"":29,""timestamp"":""2024-09-24T19:13:04.737Z""}"
"1727204951000","09/24/2024 12:09:11.000 -0700","30","Sep 24 19:09:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 19:09:11.648[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29756,""lateCallbacks"":33,""latePercentage"":0.11090200295738675,""latencyPercentiles"":{""p50"":23,""p90"":29,""p99"":30},""avgLatency"":23.12121212121212,""maxLatency"":30,""timestamp"":""2024-09-24T19:09:11.648Z""}"
"1727204884000","09/24/2024 12:08:04.000 -0700","30","Sep 24 19:08:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 19:08:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29768,""lateCallbacks"":25,""latePercentage"":0.08398280032249396,""latencyPercentiles"":{""p50"":25,""p90"":28,""p99"":30},""avgLatency"":24.76,""maxLatency"":30,""timestamp"":""2024-09-24T19:08:04.737Z""}"
"1727204651000","09/24/2024 12:04:11.000 -0700","28","Sep 24 19:04:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 19:04:11.648[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29758,""lateCallbacks"":34,""latePercentage"":0.11425499025472141,""latencyPercentiles"":{""p50"":22,""p90"":27,""p99"":28},""avgLatency"":22.294117647058822,""maxLatency"":28,""timestamp"":""2024-09-24T19:04:11.648Z""}"
"1727204584000","09/24/2024 12:03:04.000 -0700","29","Sep 24 19:03:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 19:03:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29767,""lateCallbacks"":30,""latePercentage"":0.10078274599388584,""latencyPercentiles"":{""p50"":22,""p90"":26,""p99"":29},""avgLatency"":21.9,""maxLatency"":29,""timestamp"":""2024-09-24T19:03:04.737Z""}"
"1727204351000","09/24/2024 11:59:11.000 -0700","28","Sep 24 18:59:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:59:11.648[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29764,""lateCallbacks"":29,""latePercentage"":0.09743314070689423,""latencyPercentiles"":{""p50"":24,""p90"":28,""p99"":28},""avgLatency"":23.20689655172414,""maxLatency"":28,""timestamp"":""2024-09-24T18:59:11.648Z""}"
"1727204284000","09/24/2024 11:58:04.000 -0700","30","Sep 24 18:58:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:58:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29763,""lateCallbacks"":31,""latePercentage"":0.10415616705305245,""latencyPercentiles"":{""p50"":22,""p90"":29,""p99"":30},""avgLatency"":23.032258064516128,""maxLatency"":30,""timestamp"":""2024-09-24T18:58:04.737Z""}"
"1727204051000","09/24/2024 11:54:11.000 -0700","28","Sep 24 18:54:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:54:11.647[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29770,""lateCallbacks"":25,""latePercentage"":0.08397715821296607,""latencyPercentiles"":{""p50"":24,""p90"":27,""p99"":28},""avgLatency"":23.24,""maxLatency"":28,""timestamp"":""2024-09-24T18:54:11.647Z""}"
"1727203984000","09/24/2024 11:53:04.000 -0700","29","Sep 24 18:53:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:53:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29768,""lateCallbacks"":26,""latePercentage"":0.08734211233539371,""latencyPercentiles"":{""p50"":25,""p90"":28,""p99"":29},""avgLatency"":23.923076923076923,""maxLatency"":29,""timestamp"":""2024-09-24T18:53:04.737Z""}"
"1727203751000","09/24/2024 11:49:11.000 -0700","28","Sep 24 18:49:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:49:11.647[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29764,""lateCallbacks"":31,""latePercentage"":0.10415266765219729,""latencyPercentiles"":{""p50"":22,""p90"":26,""p99"":28},""avgLatency"":22.258064516129032,""maxLatency"":28,""timestamp"":""2024-09-24T18:49:11.647Z""}"
"1727203684000","09/24/2024 11:48:04.000 -0700","29","Sep 24 18:48:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:48:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29770,""lateCallbacks"":25,""latePercentage"":0.08397715821296607,""latencyPercentiles"":{""p50"":23,""p90"":27,""p99"":29},""avgLatency"":23.28,""maxLatency"":29,""timestamp"":""2024-09-24T18:48:04.737Z""}"
"1727203451000","09/24/2024 11:44:11.000 -0700","30","Sep 24 18:44:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:44:11.647[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29762,""lateCallbacks"":28,""latePercentage"":0.09407969894496337,""latencyPercentiles"":{""p50"":23,""p90"":28,""p99"":30},""avgLatency"":23.571428571428573,""maxLatency"":30,""timestamp"":""2024-09-24T18:44:11.647Z""}"
"1727203384000","09/24/2024 11:43:04.000 -0700","28","Sep 24 18:43:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:43:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29769,""lateCallbacks"":27,""latePercentage"":0.09069837750680237,""latencyPercentiles"":{""p50"":23,""p90"":27,""p99"":28},""avgLatency"":22.37037037037037,""maxLatency"":28,""timestamp"":""2024-09-24T18:43:04.737Z""}"
"1727203151000","09/24/2024 11:39:11.000 -0700","30","Sep 24 18:39:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:39:11.646[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29760,""lateCallbacks"":29,""latePercentage"":0.09744623655913978,""latencyPercentiles"":{""p50"":23,""p90"":29,""p99"":30},""avgLatency"":23.689655172413794,""maxLatency"":30,""timestamp"":""2024-09-24T18:39:11.646Z""}"
"1727203084000","09/24/2024 11:38:04.000 -0700","29","Sep 24 18:38:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:38:04.736[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29762,""lateCallbacks"":29,""latePercentage"":0.09743968819299778,""latencyPercentiles"":{""p50"":23,""p90"":29,""p99"":29},""avgLatency"":24,""maxLatency"":29,""timestamp"":""2024-09-24T18:38:04.736Z""}"
"1727202851000","09/24/2024 11:34:11.000 -0700","30","Sep 24 18:34:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:34:11.646[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29757,""lateCallbacks"":32,""latePercentage"":0.10753772221662129,""latencyPercentiles"":{""p50"":23,""p90"":29,""p99"":30},""avgLatency"":23.78125,""maxLatency"":30,""timestamp"":""2024-09-24T18:34:11.646Z""}"
"1727202784000","09/24/2024 11:33:04.000 -0700","28","Sep 24 18:33:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:33:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29769,""lateCallbacks"":30,""latePercentage"":0.1007759750075582,""latencyPercentiles"":{""p50"":22,""p90"":26,""p99"":28},""avgLatency"":21.733333333333334,""maxLatency"":28,""timestamp"":""2024-09-24T18:33:04.737Z""}"
"1727202551000","09/24/2024 11:29:11.000 -0700","503","Sep 24 18:29:11 merced-i-059d0f7563b3e2d9c-us-east-1 run[6198]: <info>2024/09/24 18:29:11.647[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29324,""lateCallbacks"":305,""latePercentage"":1.0401036693493384,""latencyPercentiles"":{""p50"":17,""p90"":28,""p99"":61},""avgLatency"":21.78032786885246,""maxLatency"":503,""timestamp"":""2024-09-24T18:29:11.646Z""}"
"1727202484000","09/24/2024 11:28:04.000 -0700","128","Sep 24 18:28:04 merced-i-0a93371fbb112983d-us-east-1 run[6069]: <info>2024/09/24 18:28:04.737[vm-preemption-detector.mjs:69] [main] VM Preemption Report: {""totalCallbacks"":29414,""lateCallbacks"":283,""latePercentage"":0.9621268783572449,""latencyPercentiles"":{""p50"":16,""p90"":28,""p99"":64},""avgLatency"":20.32155477031802,""maxLatency"":128,""timestamp"":""2024-09-24T18:28:04.737Z""}"
