================================================================================
ONE-WAY LATENCY ANALYSIS (BIXBY → MASTER)
================================================================================
Time Period: 2025-09-07T00:00:02+00:00 to 2025-09-27T07:21:55+00:00
Matched Entries: 4,156,756
Measurement: Bixby send time → Master receive time
================================================================================

OVERALL STATISTICS
--------------------------------------------------------------------------------
Count:       4,156,756
Min:             0.000 ms
Median:          6.000 ms
Max:         46980.000 ms
P99:           145.000 ms
P99.9:         151.000 ms
P99.99:      24425.298 ms

HOURLY STATISTICS
--------------------------------------------------------------------------------
Hour                    Count      Min   Median      Max      P99    P99.9   P99.99
--------------------------------------------------------------------------------
2025-09-19 18:00        9,629     0.00     6.00   168.00   144.00   147.00   147.78
2025-09-19 19:00        8,292     0.00     7.00 24545.00   146.00   147.00 24103.09
2025-09-19 20:00        8,189     0.00     7.00 23544.00   146.00   147.00 22886.50
2025-09-19 21:00        8,171     0.00    29.00 25144.00   148.00   149.00 23335.16
2025-09-19 22:00        8,789     0.00     7.00   148.00   146.00   148.00   148.00
2025-09-19 23:00        9,141     0.00     7.00   147.00   142.00   146.00   147.00
2025-09-20 00:00        9,487     0.00     6.00   148.00   146.00   147.00   148.00
2025-09-20 01:00        9,536     0.00     6.00   147.00   145.00   146.00   147.00
2025-09-20 02:00        9,475     0.00     6.00   168.00   145.00   147.00   156.63
2025-09-20 03:00        9,370     0.00     6.00 26021.00   146.00   148.00 24699.97
2025-09-20 04:00        9,120     0.00     6.00   264.00   146.00   178.88   242.11
2025-09-20 05:00        9,483     0.00     6.00 26388.00   146.00   148.00 25247.31
2025-09-20 06:00        9,624     0.00     6.00 28615.00   146.00   147.38 28162.72
2025-09-20 07:00        9,325     0.00     6.00   148.00   145.00   148.00   148.00
2025-09-20 08:00        9,881     0.00     6.00   146.00   144.00   145.00   146.00
2025-09-20 09:00        9,957     0.00     6.00 26666.00   146.00   147.00 26563.45
2025-09-20 10:00        9,952     0.00     6.00   190.00   146.00   148.00   149.20
2025-09-20 11:00       10,050     0.00     6.00   148.00   145.00   148.00   148.00
2025-09-20 12:00       10,033     0.00     6.00   154.00   144.00   147.00   147.00
2025-09-20 13:00       10,161     0.00     6.00 28529.00   146.00   148.00 26238.76
2025-09-20 14:00        9,882     0.00     6.00 29855.00   146.00   147.00 26905.52
2025-09-20 15:00        9,776     0.00     6.00 22856.00   144.00   146.00 22060.31
2025-09-20 16:00        9,829     0.00     6.00   154.00   144.00   147.00   147.12
2025-09-20 17:00        9,864     0.00     6.00 27315.00   144.00   148.00 27088.15
2025-09-20 18:00        9,862     0.00     6.00   147.00   146.00   147.00   147.00
2025-09-20 19:00        9,912     0.00     6.00 31744.00   143.00   144.00 29932.27
2025-09-20 20:00        9,590     0.00     6.00   172.00   147.00   151.00   151.86
2025-09-20 21:00        9,614     0.00     6.00   151.00   149.00   150.00   151.00
2025-09-20 22:00        9,669     0.00     6.00   150.00   149.00   150.00   150.00
2025-09-20 23:00        9,637     0.00     6.00   153.00   145.00   150.00   152.04
2025-09-21 00:00        9,624     0.00     6.00   168.00   146.00   147.00   162.23
2025-09-21 01:00        9,542     0.00     6.00   148.00   146.00   147.00   147.05
2025-09-21 02:00        9,467     0.00     6.00 32540.00   144.00   146.00 30050.44
2025-09-21 03:00        9,596     0.00     6.00   147.00   145.00   146.00   146.04
2025-09-21 04:00        9,508     0.00     6.00   176.00   145.00   146.00   161.74
2025-09-21 05:00        9,465     0.00     6.00 26036.00   145.00   146.54 23213.83
2025-09-21 06:00        9,667     0.00     6.00 28195.00   145.00   147.00 27637.27
2025-09-21 07:00        9,379     0.00     6.00   148.00   146.00   147.00   148.00
2025-09-21 08:00       10,011     0.00     6.00   159.00   146.00   147.00   149.00
2025-09-21 09:00       10,102     0.00     6.00   183.00   142.00   144.00   146.00
2025-09-21 10:00       10,005     0.00     6.00 28318.00   145.00   147.00 25564.83
2025-09-21 11:00       10,125     0.00     6.00 28301.00   144.00   147.00 27208.71
2025-09-21 12:00       10,060     0.00     6.00   147.00   146.00   147.00   147.00
2025-09-21 13:00       10,086     0.00     6.00   206.00   146.00   147.00   190.68
2025-09-21 14:00        9,787     0.00     6.00 30131.00   146.00   147.00 26609.02
2025-09-21 15:00        9,887     0.00     6.00   199.00   146.00   147.00   158.47
2025-09-21 16:00        9,823     0.00     6.00   202.00   146.00   148.00   154.85
2025-09-21 17:00       10,007     0.00     6.00 27970.00   144.00   148.00 27563.93
2025-09-21 18:00        9,962     0.00     6.00   152.00   145.00   146.00   146.02
2025-09-21 19:00        9,951     0.00     6.00 23854.00   144.00   145.00 23109.74
2025-09-21 20:00        9,620     0.00     6.00   191.00   144.00   145.00   147.71
2025-09-21 21:00        9,605     0.00     6.00 26896.00   144.00   145.00 26403.31
2025-09-21 22:00        9,609     0.00     6.00   180.00   144.00   145.00   172.31
2025-09-21 23:00        9,746     0.00     6.00 28824.00   144.00   147.00 28017.11
2025-09-22 00:00        9,610     0.00     6.00 23044.00   144.00   146.00 20185.32
2025-09-22 01:00        9,546     0.00     6.00 24259.00   144.00   145.00 24017.51
2025-09-22 02:00       10,119     0.00     3.00   264.00   147.00   149.00   260.95
2025-09-22 03:00       10,197     0.00     3.00   174.00   145.00   147.00   147.00
2025-09-22 04:00       10,095     0.00     5.00   153.00   145.00   147.00   147.00
2025-09-22 05:00       10,127     0.00     2.00 29065.00   146.00   147.00 27014.32
2025-09-22 06:00       10,339     0.00     2.00 25338.00   145.00   147.00 24318.62
2025-09-22 07:00       10,111     0.00     2.00 29752.00   145.00   146.00 27923.78
2025-09-22 08:00       10,657     0.00     3.00 29238.00   144.00   145.00 26240.99
2025-09-22 09:00       10,755     0.00     3.00   210.00   136.00   145.00   201.48
2025-09-22 10:00       10,722     0.00     5.00   211.00   144.00   145.00   146.00
2025-09-22 11:00       10,857     0.00     2.00   225.00   144.00   145.00   187.98
2025-09-22 12:00       10,842     0.00     3.00   197.00   146.00   147.00   173.33
2025-09-22 13:00       11,093     0.00     2.00   173.00   143.00   145.91   169.78
2025-09-22 14:00       10,518     0.00     6.00   221.00   144.00   147.00   175.45
2025-09-22 15:00       10,729     0.00     6.00   221.00   146.00   148.00   195.29
2025-09-22 16:00       11,417     0.00     2.00 26703.00   136.00   157.58 21493.46
2025-09-22 17:00       11,443     0.00     2.00 31065.00   145.00   147.00 27449.79
2025-09-22 18:00       10,719     0.00     6.00 27121.00   146.00   148.56 25475.40
2025-09-22 19:00       10,701     0.00     6.00 30586.00   146.00   148.00 27787.91
2025-09-22 20:00       10,270     0.00     5.00 28962.00   144.00   147.00 28346.44
2025-09-22 21:00       10,253     0.00     3.00   248.00   146.00   148.00   162.80
2025-09-22 22:00       10,233     0.00     3.00 26282.00   145.00   149.00 26077.43
2025-09-22 23:00       10,248     0.00     2.00   180.00   147.00   148.00   174.60
2025-09-23 00:00        9,386     0.00     6.00 29489.00   147.00   148.00 28022.12
2025-09-23 01:00        8,403     0.00     7.00 23806.00   147.00   148.00 23775.75
2025-09-23 02:00        8,478     0.00     7.00   156.00   147.00   148.00   154.31
2025-09-23 03:00        8,289     0.00     7.00 26317.00   147.00   148.00 25197.29
2025-09-23 04:00        7,990     0.00     7.00   322.00   148.00   156.11   298.03
2025-09-23 05:00        6,209     0.00     7.00 31504.00   146.00   196.18 30351.79
2025-09-23 06:00        8,587     0.00     7.00   192.00   146.00   147.00   154.22
2025-09-23 07:00        8,187     0.00     7.00   239.00   147.00   148.00   236.54
2025-09-23 08:00        8,989     0.00     7.00 24608.00   145.00   149.00 24452.51
2025-09-23 09:00        9,034     0.00     7.00 28795.00   146.00   156.00 27533.99
2025-09-23 10:00        8,979     0.00     7.00 22049.00   143.00   153.04 21724.89
2025-09-23 11:00        9,654     0.00     6.00 25403.00   145.00   147.00 24725.36
2025-09-23 12:00        9,324     0.00     6.00 30661.00   147.00   153.71 29800.49
2025-09-23 13:00        9,651     0.00     6.00 25677.00   146.00   148.05 24827.80
2025-09-23 14:00        9,478     0.00     6.00 23972.00   145.00   147.52 23079.27
2025-09-23 15:00        9,269     0.00     6.00 25376.00   146.00   148.00 25073.86
2025-09-23 16:00        9,366     0.00     6.00 25248.00   144.00   148.00 24885.58
2025-09-23 17:00        9,775     0.00     6.00 46819.00   146.00 22032.05 44859.31
2025-09-23 18:00        8,963     0.00     7.00 25789.00   144.00   151.11 25360.62
2025-09-23 19:00        8,863     0.00     7.00 25653.00   147.00   148.00 24316.61
2025-09-23 20:00        8,636     0.00     7.00 27887.00   147.00 17243.95 27440.57
2025-09-23 21:00        8,472     0.00     7.00 25761.00   145.00   162.00 24690.27
2025-09-23 22:00        8,459     0.00     7.00 33856.00   146.00   176.54 33818.79
2025-09-23 23:00        9,132     0.00     6.00 23486.00   145.00 10536.08 23112.54
2025-09-24 00:00        9,137     0.00     6.00   162.00   146.00   147.00   149.21
2025-09-24 01:00        9,148     0.00     6.00 26860.00   146.00   147.00 26616.69
2025-09-24 02:00        9,078     0.00     7.00   221.00   143.00   148.00   210.11
2025-09-24 03:00        8,977     0.00     6.00 24513.00   142.00   146.00 23155.83
2025-09-24 04:00        8,995     0.00     6.00 23447.00   145.00   146.00 23279.71
2025-09-24 05:00        8,974     0.00     6.00 27392.00   145.00   246.03 26519.82
2025-09-24 06:00        9,212     0.00     6.00 26887.00   145.00   147.00 25994.45
2025-09-24 07:00        8,875     0.00     7.00 25687.00   142.00   147.00 24139.37
2025-09-24 08:00        9,447     0.00     6.00   176.00   146.00   147.00   156.16
2025-09-24 09:00        9,633     0.00     6.00 28271.00   140.00   147.00 26927.34
2025-09-24 10:00        9,864     0.00     6.00 31091.00   141.00   146.14 28098.57
2025-09-24 11:00        9,842     0.00     6.00 28046.00   145.00   157.16 27941.69
2025-09-24 12:00        9,633     0.00     6.00 33280.00   145.00   149.00 29659.33
2025-09-24 13:00        9,673     0.00     6.00 29163.00   134.00   172.97 28705.51
2025-09-24 14:00        9,423     0.00     6.00 27891.00   141.00   148.00 27467.95
2025-09-24 15:00        9,432     0.00     6.00 31717.00   145.00   147.00 28534.04
2025-09-24 16:00        9,492     0.00     7.00 26283.00   146.00   147.00 23131.04
2025-09-24 17:00        9,566     0.00     6.00 25169.00   145.00   146.00 24304.32
2025-09-24 18:00        9,211     0.00     7.00 28631.00   147.00   210.92 27172.14
2025-09-24 19:00        9,978     0.00     6.00 26371.00   147.00   169.09 26138.54
2025-09-24 20:00       10,007     0.00     6.00 30836.00   147.00   148.00 29355.50
2025-09-24 21:00        8,899     0.00     7.00 30749.00   145.00   147.10 30386.85
2025-09-24 22:00        8,659     0.00     7.00 23277.00   147.00   148.00 19934.15
2025-09-24 23:00        8,695     0.00     7.00 29329.00   145.00   146.00 28213.56
2025-09-25 00:00        8,833     0.00     7.00   146.00   145.00   146.00   146.00
2025-09-25 01:00        6,649     0.00     7.00   147.00   144.00   147.00   147.00
2025-09-25 02:00        8,745     0.00     7.00 25874.00   146.00   147.00 25625.67
2025-09-25 03:00        8,672     0.00     7.00 24496.00   144.00   150.28 22988.11
2025-09-25 04:00        8,739     0.00     7.00 31397.00   145.00   146.00 31303.50
2025-09-25 05:00        8,786     0.00     7.00 25007.00   145.00   177.96 24744.33
2025-09-25 06:00        8,660     0.00     7.00   184.00   149.00   150.00   155.43
2025-09-25 07:00        8,646     0.00     7.00   210.00   123.00   151.35   196.17
2025-09-25 08:00        9,613     0.00     6.00 17964.00   114.00   145.00 17707.36
2025-09-25 09:00        9,379     0.00     6.00 29181.00   150.00   152.00 27132.85
2025-09-25 10:00        9,294     0.00     7.00 26189.00   114.00   151.00 24947.46
2025-09-25 11:00        9,443     0.00     6.00   196.00   115.00   185.56   196.00
2025-09-25 12:00        9,369     0.00     6.00 31813.00   119.00   125.00 31527.28
2025-09-25 13:00        9,383     0.00     6.00 31397.00   121.00   123.00 29595.66
2025-09-25 14:00        9,072     0.00     7.00 28998.00   122.00   123.93 28743.10
2025-09-25 15:00        9,419     0.00     6.00 22711.00   117.00   152.00 22560.31
2025-09-25 16:00        9,168     0.00     7.00 26232.00   115.00   147.00 25414.30
2025-09-25 17:00        9,586     0.00     7.00 25594.00   132.00   148.00 24760.10
2025-09-25 18:00        9,693     0.00     6.00   212.00   135.00   144.00   184.86
2025-09-25 19:00        9,649     0.00     7.00   268.00   144.00   145.00   150.29
2025-09-25 20:00        9,360     0.00     7.00 27831.00   143.00   224.92 26159.48
2025-09-25 21:00        8,907     0.00     7.00 28613.00   148.00   149.66 28075.08
2025-09-25 22:00        8,993     0.00     7.00 46980.00   127.24   228.00 44852.49
2025-09-25 23:00        8,858     0.00     7.00   354.00   147.00   178.29   353.11
2025-09-26 00:00        9,140     0.00     7.00 27920.00   146.00   148.00 27474.02
2025-09-26 01:00        9,397     0.00     7.00   255.00   141.00   148.00   196.75
2025-09-26 02:00        9,026     0.00     7.00 29102.00   135.00   147.00 27409.81
2025-09-26 03:00        8,873     0.00     7.00 26310.00   114.00   147.13 24893.14
2025-09-26 04:00        9,062     0.00     7.00 21811.00   136.00   177.69 21572.70
2025-09-26 05:00        9,003     0.00     7.00 25695.00   144.00   234.98 23557.92
2025-09-26 06:00        9,166     0.00     7.00 27593.00   135.00   144.84 27267.64
2025-09-26 07:00        8,862     0.00     7.00   247.00   136.00   148.00   231.94
2025-09-26 08:00        9,485     0.00     7.00   257.00   135.00   181.80   244.67
2025-09-26 09:00        9,538     0.00     6.00 25476.00   113.00   146.00 23735.50
2025-09-26 10:00       10,002     0.00     6.00 26380.00   144.00   189.00 24567.58
2025-09-26 11:00       10,238     0.00     6.00   331.00   144.00   145.00   326.70
2025-09-26 12:00        9,562     0.00     6.00 32989.00   135.00   145.00 31430.56
2025-09-26 13:00        9,831     0.00     6.00   271.00   122.00   206.17   268.05
2025-09-26 14:00        9,404     0.00     7.00 26837.00   146.00   148.00 26535.16
2025-09-26 15:00        9,762     0.00     6.00 25436.00   135.00   176.00 25425.26
2025-09-26 16:00       10,294     0.00     6.00 26252.00   141.00   145.00 25806.68
2025-09-26 17:00        9,638     0.00     6.00 27379.00   141.00   191.00 26108.84
2025-09-26 18:00        9,606     0.00     7.00 23421.00   145.00   146.00 23283.65
2025-09-26 19:00        9,506     0.00     6.00   369.00   140.00   164.46   337.63
2025-09-26 20:00        9,117     0.00     7.00 30016.00   140.00   189.30 28914.79
2025-09-26 21:00        9,027     0.00     7.00   337.00   139.00   142.00   320.75
2025-09-26 22:00        9,102     0.00     7.00   297.00   144.00   156.80   269.70
2025-09-26 23:00        9,229     0.00     6.00   286.00   139.00   209.54   282.31
2025-09-27 00:00        9,046     0.00     7.00 26195.00   142.00   148.78 24150.83
2025-09-27 01:00        8,988     0.00     7.00   309.00   142.00   143.00   284.74
2025-09-27 02:00        9,099     0.00     7.00 26948.00   143.00   222.90 26625.93
2025-09-27 03:00        9,073     0.00     7.00 27632.00   140.00   348.93 25772.24
2025-09-27 04:00        8,935     0.00     7.00 27300.00   139.00   142.00 25437.26
2025-09-27 05:00        8,924     0.00     7.00 22857.00   140.00   257.00 20820.77
2025-09-27 06:00        9,116     0.00     7.00 25714.00   139.00   211.90 24769.69
2025-09-27 07:00        3,157     0.00     7.00   141.00   139.00   140.84   141.00
================================================================================
